size_m2,location,year_built,num_rooms,near_main_road,water_available,electricity_available,record_year,rent_price_rwf
273,Remera,2022,2,0,1,1,2022,845975
230,Gisozi,2016,2,1,1,1,2022,424972
329,Kacyiru,2009,3,1,0,1,2021,607163
269,Kacyiru,2020,6,0,0,0,2025,1117464
51,Gisozi,2019,2,1,1,1,2021,70000
313,Kimihurura,2017,3,0,1,0,2022,980812
259,Remera,1997,5,0,1,1,2025,1125320
284,Kiyovu,2001,2,0,1,1,2024,1374627
378,Nyarutarama,2019,4,0,1,1,2026,2520572
181,Kanombe,2021,2,1,1,0,2026,560068
198,Kicukiro,2020,2,0,1,1,2023,395062
226,Gacuriro,2008,2,1,1,1,2026,1831130
48,Kiyovu,2021,5,1,0,1,2024,1004942
399,Gisozi,2003,2,1,1,1,2022,642933
124,Kanombe,2001,2,0,1,1,2023,130000
44,Gisozi,2016,2,1,1,1,2021,262399
335,Kanombe,1999,2,1,1,1,2021,445892
129,Kimironko,2009,1,0,1,1,2023,459900
62,Kanombe,1996,3,0,1,1,2023,353806
325,Remera,2023,6,1,1,1,2023,1403669
372,Gacuriro,2007,5,1,1,1,2021,1456431
63,Kiyovu,2002,3,1,1,1,2022,536881
176,Kimironko,2014,2,1,0,1,2026,862824
308,Kiyovu,2012,1,1,1,1,2025,1419195
128,Kimironko,2013,1,1,1,1,2025,538605
284,Kiyovu,2016,4,0,1,1,2021,1079297
39,Gisozi,2002,5,0,0,1,2023,422972
238,Kacyiru,1998,6,1,1,1,2021,709629
59,Kacyiru,2000,2,1,1,1,2022,313885
318,Kimihurura,2024,3,1,1,1,2025,1748443
229,Gacuriro,2001,2,0,1,1,2022,887672
90,Gacuriro,2014,1,1,0,0,2026,520943
122,Kiyovu,2003,4,0,1,1,2022,661336
161,Kiyovu,2015,1,1,1,1,2021,679748
347,Nyarutarama,2019,2,1,1,1,2025,2111049
231,Kimihurura,2024,5,1,1,1,2025,1760575
253,Kacyiru,2007,3,1,0,1,2022,931899
176,Kanombe,2018,6,1,1,1,2022,267743
278,Gisozi,2006,1,0,1,1,2024,531038
195,Kanombe,2008,6,0,1,1,2023,490287
183,Kimihurura,2023,3,1,1,1,2021,833319
309,Gisozi,2007,5,0,0,1,2025,869687
335,Kacyiru,2019,1,0,1,1,2026,1192847
164,Kacyiru,2024,1,1,0,1,2025,791679
323,Kimironko,2024,5,0,1,1,2022,1005246
191,Gacuriro,1998,6,1,1,1,2023,1353552
338,Nyarutarama,2001,1,1,1,1,2024,1638790
210,Nyarutarama,2015,5,1,1,1,2023,1555752
391,Gacuriro,2005,6,0,0,1,2021,1324580
210,Kanombe,1995,1,1,1,1,2024,423512
225,Kacyiru,2007,1,1,1,1,2023,756005
32,Gisozi,2018,1,1,1,0,2025,210751
31,Kimihurura,2017,3,0,1,1,2021,297904
136,Nyarutarama,1998,6,1,0,1,2025,1461620
204,Kimihurura,2010,2,1,0,1,2021,468763
263,Kicukiro,2023,3,1,1,1,2025,771421
358,Kicukiro,2012,2,0,1,1,2023,885498
378,Gacuriro,2003,2,0,1,1,2025,1725219
315,Kacyiru,2005,3,1,1,1,2021,850892
94,Gisozi,2013,5,1,1,1,2025,865705
151,Gisozi,2024,4,1,1,1,2023,548250
52,Kicukiro,2002,2,1,1,1,2026,550467
273,Gisozi,2007,3,1,0,1,2023,722657
231,Kiyovu,1995,5,1,1,1,2023,1474693
278,Kanombe,2009,6,1,1,1,2024,909103
264,Gisozi,2017,6,0,1,1,2021,411757
291,Remera,2000,5,0,1,1,2022,823701
81,Kacyiru,2010,6,0,1,1,2023,734460
377,Kimironko,2018,6,1,1,1,2021,1327833
353,Remera,2013,2,1,1,1,2025,1354752
134,Remera,2003,3,1,1,1,2022,618335
122,Gisozi,2006,5,1,1,1,2021,375169
108,Remera,2013,5,1,1,1,2025,1150635
185,Kimihurura,2022,1,1,1,1,2025,976971
320,Remera,2019,4,1,1,1,2023,1415591
123,Kanombe,2015,3,1,0,1,2023,450495
316,Remera,2011,5,1,0,0,2025,1373724
33,Remera,2000,6,0,1,1,2021,407280
346,Kanombe,2021,6,1,0,1,2024,936638
134,Kanombe,2021,3,1,1,1,2026,640671
353,Kanombe,1995,1,0,1,1,2021,518966
31,Gisozi,2004,6,1,1,1,2023,641710
265,Gisozi,1997,2,0,1,1,2024,741550
162,Kacyiru,1999,4,1,1,1,2021,708602
104,Gacuriro,1998,3,1,1,1,2025,997222
113,Gisozi,1998,5,1,0,0,2024,483093
115,Remera,2022,1,0,1,1,2022,392187
55,Kiyovu,2002,6,1,1,1,2023,953008
168,Kimironko,2001,4,0,1,1,2024,728380
395,Gacuriro,2008,3,1,1,1,2025,2131546
284,Nyarutarama,2018,2,0,1,1,2026,1870080
91,Kimihurura,1999,3,0,0,1,2024,450728
356,Gisozi,2015,6,0,1,1,2023,750312
130,Kacyiru,2009,1,1,1,1,2026,810626
116,Kicukiro,2012,5,1,1,0,2024,456725
314,Kimironko,2016,4,1,1,1,2025,1218402
383,Remera,2024,1,1,0,1,2024,1136046
323,Kiyovu,2000,6,1,1,1,2023,1757380
246,Kicukiro,1997,2,0,1,0,2021,360253
119,Kanombe,1998,2,1,0,0,2025,278770
77,Kicukiro,1999,1,0,1,0,2021,173414
134,Gacuriro,1995,6,1,1,1,2023,1384365
109,Kiyovu,2024,4,0,1,0,2024,992781
380,Kanombe,2008,1,1,1,1,2025,842693
371,Kimironko,2011,5,1,0,1,2023,1169317
183,Kacyiru,2009,3,0,1,1,2022,579627
284,Nyarutarama,2010,2,1,1,1,2024,1739851
117,Nyarutarama,1999,2,1,0,1,2022,691311
206,Remera,1999,1,1,1,1,2025,773629
350,Kacyiru,2024,3,1,0,1,2024,1135866
86,Kimihurura,2000,3,1,1,1,2021,582875
209,Kiyovu,2013,1,0,0,0,2023,484102
52,Gacuriro,2020,3,1,0,1,2022,614106
254,Kimihurura,2017,3,0,1,1,2024,1247827
32,Nyarutarama,2022,5,1,1,1,2021,926722
86,Kiyovu,2018,3,0,1,1,2022,586117
129,Kimironko,2015,2,0,1,1,2026,716925
386,Kacyiru,2016,4,0,1,0,2026,1452129
308,Kimihurura,1999,3,0,1,1,2024,1431348
218,Gisozi,2015,2,1,1,1,2026,907046
183,Kimihurura,2019,5,1,1,1,2026,1583726
293,Kanombe,2023,4,1,0,1,2023,670377
296,Kicukiro,2023,6,1,1,1,2024,1089716
60,Remera,2024,4,1,1,1,2022,605736
148,Kacyiru,2022,6,1,1,1,2021,751489
135,Nyarutarama,1999,5,0,1,1,2023,1171361
114,Gisozi,2009,2,0,1,1,2025,402882
397,Remera,1995,4,1,1,1,2026,1677303
63,Kimihurura,2002,5,1,1,1,2022,906089
106,Kiyovu,2015,1,0,1,1,2024,787828
252,Remera,2012,2,1,1,1,2023,842370
93,Kacyiru,1998,4,1,1,1,2021,436270
302,Kimironko,1995,3,1,1,1,2024,901149
254,Kimihurura,2024,3,1,1,1,2024,1250818
210,Kiyovu,2002,4,1,0,1,2022,1199073
47,Nyarutarama,2018,1,0,1,0,2023,386973
371,Kimihurura,2020,3,1,1,1,2022,1345445
197,Kiyovu,2015,6,1,1,0,2023,1447536
222,Remera,2009,6,0,1,1,2021,813833
124,Kanombe,1999,3,0,1,1,2023,259898
94,Kiyovu,2023,3,0,0,1,2023,761300
368,Gisozi,2019,6,1,0,1,2024,1054297
188,Nyarutarama,2012,4,1,1,0,2026,1725706
210,Gacuriro,2018,5,1,0,1,2025,1635663
336,Kimihurura,1998,4,1,1,1,2021,1044668
220,Gacuriro,2017,1,1,1,1,2023,1107550
36,Remera,2008,6,1,1,1,2024,920833
284,Kicukiro,2009,3,1,1,1,2023,717938
323,Kacyiru,1996,5,1,1,1,2024,1350107
375,Remera,2005,4,0,0,1,2025,1133307
339,Kimihurura,2014,5,0,0,1,2021,1086887
374,Gisozi,1996,3,1,1,1,2025,1115285
325,Kimihurura,2024,4,1,1,1,2023,1585853
195,Kicukiro,2020,2,1,1,1,2022,352996
182,Gacuriro,2021,6,1,1,0,2025,1692199
48,Kanombe,2024,4,1,1,1,2022,366596
219,Gacuriro,2020,5,1,0,1,2025,1747005
382,Kimironko,2011,2,1,1,1,2026,1484638
67,Kanombe,2004,5,1,1,1,2026,655779
297,Kimironko,2008,1,1,1,1,2026,1009338
163,Kimironko,2024,5,1,1,1,2024,804783
263,Gisozi,2012,1,0,0,1,2026,546128
66,Gacuriro,2004,6,1,0,1,2025,1320226
252,Nyarutarama,2000,1,1,1,0,2022,1158225
41,Remera,2022,4,1,1,0,2024,613606
394,Kiyovu,2011,6,1,1,1,2025,2497760
273,Kiyovu,2000,5,1,1,1,2025,1845700
222,Gacuriro,2001,5,1,0,1,2025,1693028
221,Kacyiru,2001,2,1,1,1,2024,696410
398,Kimironko,2013,4,0,1,1,2026,1328412
121,Kimihurura,1995,4,0,1,1,2024,1038752
346,Kacyiru,2002,1,1,1,1,2021,691684
138,Kanombe,2015,2,1,1,1,2022,128655
172,Gisozi,2021,2,1,1,1,2025,577123
118,Kacyiru,2009,3,1,1,1,2021,469483
172,Remera,2007,4,1,1,1,2023,907943
183,Kacyiru,2013,1,1,1,1,2023,625360
316,Kimironko,2006,4,1,1,1,2025,1058323
88,Gacuriro,1995,2,1,1,1,2022,645518
112,Remera,2020,2,1,1,1,2022,651682
212,Kimironko,2017,3,1,1,1,2026,1230816
314,Remera,1998,2,1,0,1,2022,528821
88,Gacuriro,2008,1,1,1,1,2021,543805
170,Gacuriro,2021,2,1,0,1,2024,1277595
223,Nyarutarama,1995,1,1,1,1,2024,1325507
279,Remera,2006,2,1,1,1,2021,875030
251,Kimihurura,2020,6,1,1,1,2026,2132867
200,Kanombe,1996,6,0,1,0,2021,297014
263,Kimihurura,2001,5,1,0,1,2024,1427390
45,Gisozi,2003,2,1,0,1,2026,607396
233,Kacyiru,2024,1,1,0,1,2023,591569
119,Kacyiru,2017,6,1,1,1,2025,982970
32,Remera,2000,3,0,1,1,2023,303516
112,Kanombe,2000,5,1,1,1,2024,446677
317,Kanombe,2017,3,1,1,1,2021,635989
391,Kimironko,2024,4,1,1,1,2022,1040362
355,Kicukiro,2021,5,1,0,1,2023,992005
312,Nyarutarama,2008,5,1,1,1,2022,1575032
102,Gisozi,2008,6,1,1,1,2021,467421
372,Remera,2024,1,1,1,1,2022,937970
310,Kanombe,2000,1,0,0,0,2022,411943
152,Kacyiru,1997,1,1,1,1,2021,435199
158,Kiyovu,2009,3,1,1,1,2023,869325
309,Gacuriro,2011,2,1,1,1,2025,1866704
244,Kimihurura,2010,2,1,1,1,2024,1337648
310,Kiyovu,2020,5,1,1,1,2022,1544612
140,Kiyovu,2020,4,1,1,0,2026,1395791
128,Kacyiru,2003,3,0,1,1,2022,407551
297,Nyarutarama,2009,3,1,0,0,2023,1431556
375,Kimihurura,2004,3,1,1,1,2022,1408882
273,Kanombe,2007,6,0,0,1,2021,560013
130,Kimironko,2023,2,1,1,1,2024,606263
361,Gacuriro,2018,4,1,1,1,2026,2586012
312,Gisozi,2005,1,1,1,1,2026,809939
201,Gacuriro,2002,5,1,1,1,2025,1655793
257,Kanombe,2010,1,0,1,1,2021,249753
41,Kicukiro,2017,1,1,1,1,2025,419666
234,Remera,2024,4,1,1,1,2023,1046611
238,Kimironko,2005,3,1,1,1,2023,699404
186,Remera,2016,6,0,0,1,2026,1269889
86,Kimihurura,2019,4,0,1,1,2024,944960
328,Gisozi,2004,2,0,1,1,2023,558414
37,Gisozi,2000,1,1,1,1,2025,437236
46,Nyarutarama,1998,3,1,1,1,2021,676462
279,Kicukiro,2010,4,0,1,1,2023,753754
309,Kimironko,2011,5,1,1,1,2024,1232152
175,Gacuriro,2003,1,1,0,1,2026,1062514
115,Kicukiro,2023,1,0,1,1,2026,545748
53,Kanombe,2009,5,0,1,1,2023,382645
303,Gisozi,2006,1,1,1,1,2026,662661
193,Gisozi,2023,4,0,1,1,2021,428482
39,Gacuriro,2007,2,1,1,0,2024,446155
48,Gacuriro,2022,6,0,1,1,2026,1345851
58,Gacuriro,2022,4,1,1,1,2024,1241661
269,Gacuriro,2011,4,1,1,1,2023,1525118
70,Kicukiro,2017,3,0,1,1,2022,334571
127,Kicukiro,2012,2,0,1,1,2026,569074
202,Remera,2003,2,1,0,1,2023,685453
266,Kacyiru,2001,5,0,1,1,2022,881742
210,Kanombe,2002,2,0,0,1,2026,648182
308,Kimironko,2009,4,1,1,1,2025,1293576
200,Nyarutarama,1996,2,1,0,1,2026,1340661
290,Kimihurura,2019,1,1,1,1,2025,1636497
135,Gisozi,2002,2,1,1,1,2025,452506
362,Kicukiro,2017,1,0,0,0,2023,722574
399,Kimihurura,2004,4,1,0,1,2021,1299733
285,Gisozi,1999,2,1,1,1,2023,474043
385,Gacuriro,2000,2,0,1,1,2023,1471353
379,Kacyiru,1998,4,0,1,1,2026,1456890
138,Kiyovu,2020,4,0,1,1,2022,799064
123,Kanombe,2007,4,0,1,1,2023,494692
376,Kacyiru,2022,3,1,1,1,2022,901781
341,Remera,1996,6,0,1,1,2026,1738154
295,Kimironko,2001,1,0,1,1,2023,699263
366,Kimironko,2002,6,1,1,1,2022,1234607
359,Kicukiro,2002,6,1,1,1,2023,909689
144,Kicukiro,2009,5,1,1,1,2021,541760
261,Kicukiro,2015,2,0,1,1,2025,870283
153,Gisozi,2021,5,0,1,1,2021,418653
101,Gisozi,2007,3,1,1,1,2022,483047
248,Kimironko,2010,5,1,0,1,2021,747615
118,Remera,2013,5,0,0,0,2026,714433
42,Kicukiro,2022,6,1,1,1,2024,611622
292,Kicukiro,2004,4,1,1,1,2026,1169646
136,Remera,2018,6,1,1,1,2021,663392
297,Kiyovu,2023,3,0,1,1,2025,1759438
55,Gacuriro,1997,4,1,1,1,2021,697356
108,Nyarutarama,2008,6,1,1,1,2022,1223613
323,Kimihurura,2009,4,1,0,1,2023,1218506
192,Nyarutarama,2009,1,1,1,1,2025,1356795
317,Nyarutarama,1996,2,1,1,0,2024,1625337
288,Gisozi,2023,4,1,1,1,2026,948760
175,Kacyiru,1999,2,0,1,1,2023,539139
193,Kimironko,1999,4,1,1,1,2024,1041855
223,Remera,2021,5,1,1,1,2022,1067316
263,Kacyiru,2007,5,1,1,1,2022,869549
219,Kanombe,2005,5,0,1,1,2021,435743
349,Kiyovu,2006,4,1,0,1,2026,2063550
227,Nyarutarama,2024,3,0,1,1,2026,1718043
157,Remera,1998,1,1,1,1,2024,778155
65,Kimihurura,2005,3,1,0,1,2024,713092
92,Kicukiro,1996,2,1,1,0,2024,437530
227,Kanombe,2005,2,1,0,1,2026,518189
226,Kimironko,2020,1,0,1,1,2021,480927
235,Kanombe,2000,4,0,1,1,2026,822330
350,Kacyiru,2005,6,1,1,0,2025,1471393
114,Kanombe,2023,5,1,1,1,2022,402455
56,Kacyiru,1995,1,1,1,1,2024,135586
280,Kimihurura,2021,5,0,1,1,2024,1581732
145,Kacyiru,2011,2,1,1,1,2023,633068
127,Nyarutarama,1997,6,0,1,1,2021,1042933
66,Kiyovu,2017,6,1,1,1,2025,1230365
338,Gacuriro,2007,1,1,0,1,2026,1855426
104,Kiyovu,2014,6,1,1,1,2024,1181840
136,Kacyiru,2019,3,1,1,1,2023,502569
260,Kiyovu,2023,4,1,1,1,2022,1314241
280,Kanombe,2021,1,1,1,1,2025,803774
71,Kimironko,1999,3,1,1,0,2025,590607
158,Remera,2016,5,1,1,1,2024,1091427
309,Kacyiru,2023,5,1,1,1,2022,1065673
367,Kanombe,2002,5,0,1,1,2021,487178
181,Kicukiro,1995,2,0,1,1,2023,467470
243,Nyarutarama,2019,4,0,0,1,2024,1622595
170,Gacuriro,2004,1,1,1,1,2024,1044801
100,Kimihurura,2018,1,0,0,0,2023,214508
313,Gisozi,2019,4,1,1,1,2022,743248
256,Kiyovu,2018,3,1,1,1,2026,1838286
194,Kimihurura,2016,6,1,1,1,2026,1874176
361,Kimihurura,2007,2,1,0,1,2024,1348221
394,Kacyiru,2014,3,1,1,1,2023,1404071
245,Kanombe,2022,6,0,1,1,2023,735966
68,Remera,2015,5,0,1,1,2023,602557
242,Gisozi,2005,1,1,1,1,2023,621273
203,Nyarutarama,2000,2,0,1,0,2021,683702
100,Kicukiro,2010,3,1,1,1,2021,237593
333,Remera,2008,1,1,1,1,2026,1208054
348,Kiyovu,2024,1,1,1,0,2021,1136712
223,Kacyiru,2004,4,0,0,1,2024,1006145
349,Kanombe,2016,4,1,1,0,2022,680652
243,Gacuriro,2021,5,0,1,1,2023,1400057
385,Kacyiru,2005,3,1,1,1,2026,1516411
387,Kiyovu,2004,6,0,1,0,2022,1376695
391,Kimironko,2008,6,1,0,1,2026,1633212
98,Kiyovu,2018,3,1,1,1,2024,968167
246,Nyarutarama,2004,3,0,1,1,2025,1556139
225,Gacuriro,2003,4,1,1,1,2026,1830181
157,Gacuriro,2009,3,0,1,1,2025,1150945
216,Kimihurura,2021,2,1,0,1,2026,1412928
121,Nyarutarama,2020,4,1,0,1,2023,1259556
50,Kimironko,2008,1,1,0,1,2026,382569
79,Nyarutarama,2000,3,0,0,1,2023,872462
330,Gisozi,2011,6,0,0,1,2023,876700
313,Kacyiru,2012,3,1,1,1,2022,931424
397,Gacuriro,2014,6,1,1,1,2021,1679732
170,Kanombe,2019,1,1,1,0,2026,440686
96,Kicukiro,2023,6,1,1,1,2024,908143
55,Kimironko,2020,6,1,1,1,2023,684056
244,Kanombe,2012,1,0,1,1,2025,543940
292,Kanombe,2007,1,1,1,1,2024,697064
189,Kacyiru,1996,6,1,1,1,2024,1049201
315,Kacyiru,2005,4,1,1,1,2023,1074358
76,Kimihurura,2002,6,1,0,1,2021,446031
80,Kacyiru,2001,6,0,1,1,2024,600090
275,Nyarutarama,2024,2,0,1,0,2022,1082788
110,Gacuriro,1999,6,1,1,1,2022,1042625
77,Nyarutarama,2019,1,1,1,1,2026,1027104
398,Remera,2015,2,1,1,1,2025,1534085
114,Gisozi,2010,5,1,1,1,2023,600490
344,Kimironko,2008,1,1,0,1,2022,714347
285,Nyarutarama,2012,2,0,1,1,2024,1472310
225,Nyarutarama,2002,4,1,0,1,2023,1228370
207,Gacuriro,2000,3,1,1,0,2026,1556626
120,Kicukiro,2017,5,1,1,1,2022,549186
96,Remera,2024,2,1,1,1,2024,867754
368,Gacuriro,2005,2,1,1,1,2026,2357957
157,Kacyiru,1999,2,1,0,1,2024,854455
89,Gacuriro,2021,1,1,1,1,2022,717862
331,Remera,1997,2,1,1,1,2023,880265
214,Kicukiro,2016,1,0,1,1,2026,608515
94,Gisozi,2002,1,0,1,1,2022,397942
54,Kicukiro,2017,4,1,1,1,2025,596559
377,Kanombe,2018,1,0,1,1,2026,847515
168,Kacyiru,1996,2,1,1,1,2024,622963
193,Kacyiru,2014,3,1,0,1,2026,827318
290,Kimihurura,2023,3,1,1,1,2023,1270590
214,Kimironko,2023,2,1,1,1,2022,641587
341,Kiyovu,2017,6,1,1,1,2021,1552552
294,Kimironko,2003,5,1,1,1,2026,1419439
48,Remera,1996,2,0,1,1,2025,413351
98,Kimironko,2015,1,0,1,1,2023,342750
197,Kimihurura,1997,3,1,1,1,2023,962321
78,Kimihurura,1997,3,0,1,1,2026,678103
242,Nyarutarama,2017,4,0,0,1,2021,1074718
32,Gisozi,2023,3,1,1,1,2021,284160
319,Nyarutarama,2005,2,1,1,1,2021,1175965
270,Kimihurura,2010,5,1,1,1,2021,1141369
154,Kimihurura,1998,4,1,1,1,2026,1264857
397,Nyarutarama,2009,3,0,1,1,2026,2485872
308,Gisozi,2016,5,1,1,1,2025,1214322
308,Nyarutarama,2022,3,1,1,1,2024,1860485
346,Kimihurura,2018,4,1,1,0,2023,1453533
90,Remera,1996,6,1,1,1,2025,873651
144,Kanombe,2019,1,1,1,1,2022,213026
231,Remera,1995,5,1,0,1,2024,1117136
289,Kimironko,1999,6,0,0,1,2026,1121718
349,Kanombe,2000,3,1,1,1,2022,523587
270,Nyarutarama,2013,5,0,1,1,2022,1627639
144,Kicukiro,2014,4,1,1,1,2023,556475
262,Nyarutarama,2012,1,1,0,0,2026,1496190
38,Kiyovu,2008,4,1,0,1,2022,519384
228,Kicukiro,2021,4,1,1,1,2024,831368
38,Kimihurura,1996,6,1,1,1,2023,950122
248,Kacyiru,2023,1,1,0,1,2023,861307
346,Kiyovu,2004,3,1,1,1,2023,1522887
308,Gisozi,1998,5,0,1,1,2026,1116366
353,Kiyovu,2006,5,1,0,1,2024,1900309
341,Gisozi,2023,1,1,1,0,2021,550888
258,Kicukiro,2021,1,1,0,1,2023,730238
171,Kimihurura,2021,2,1,1,1,2026,1340140
311,Kiyovu,2012,3,1,0,1,2024,1643533
220,Remera,2001,3,1,1,1,2026,1045386
235,Kiyovu,2018,2,1,1,1,2021,1073580
371,Kimihurura,2005,5,1,1,1,2024,1835860
103,Kimironko,1998,4,1,1,1,2024,627697
232,Gisozi,1998,3,0,1,1,2024,704717
211,Kicukiro,2023,2,0,1,1,2024,442870
128,Gacuriro,2012,4,1,1,1,2023,1048231
351,Kicukiro,1995,1,1,1,1,2021,639681
103,Nyarutarama,2020,2,0,1,0,2024,648838
206,Gisozi,1998,3,1,1,1,2023,675735
166,Gacuriro,1996,5,1,1,1,2023,1305287
323,Kiyovu,2015,1,1,1,1,2023,1430972
139,Nyarutarama,2006,2,1,1,1,2025,1271051
111,Kiyovu,2016,4,1,1,1,2026,1287395
332,Kicukiro,2015,4,1,0,1,2023,944503
335,Kanombe,2013,2,1,1,1,2024,686701
162,Gacuriro,2006,4,1,1,1,2026,1654232
117,Nyarutarama,1995,5,1,1,1,2024,1346224
195,Nyarutarama,2014,4,1,1,1,2022,1102272
365,Nyarutarama,2006,2,1,0,1,2024,1920028
43,Kimironko,2016,3,1,1,0,2023,375043
326,Kiyovu,1996,6,0,1,1,2022,1292310
67,Kiyovu,2021,6,1,0,0,2025,1053725
142,Kimihurura,2019,1,0,1,1,2021,593383
44,Gisozi,2020,5,1,1,0,2026,698335
344,Remera,2015,5,1,1,1,2026,1599564
196,Kanombe,2023,5,1,1,1,2025,759278
306,Kacyiru,2011,3,0,1,1,2023,965952
76,Nyarutarama,2020,3,0,1,1,2021,594040
276,Kacyiru,2012,6,1,1,0,2021,951967
128,Kicukiro,2015,6,0,1,1,2022,603460
349,Kimironko,1999,2,1,1,1,2023,903555
253,Kacyiru,2013,6,0,1,1,2024,996905
169,Kiyovu,2023,3,1,1,1,2021,776367
189,Kacyiru,2011,2,1,1,1,2024,612918
83,Nyarutarama,2008,3,1,1,0,2023,887490
358,Kimihurura,2022,2,1,1,1,2023,1538550
213,Nyarutarama,2012,6,1,0,1,2021,1142206
388,Remera,2000,2,1,1,1,2022,1218842
282,Kiyovu,2020,4,0,0,1,2024,1357649
219,Kimihurura,2015,5,1,0,1,2021,929605
346,Gacuriro,2018,5,1,0,1,2023,1733500
226,Remera,2011,5,1,1,1,2024,1232639
323,Nyarutarama,2005,1,1,1,1,2024,1706506
387,Kacyiru,2015,4,0,0,1,2025,1327619
135,Kanombe,2019,1,1,1,1,2024,597219
252,Kacyiru,2008,6,0,1,1,2023,843437
114,Kicukiro,2001,5,0,1,1,2026,455977
143,Gisozi,2013,6,0,1,0,2022,425711
37,Kanombe,2018,6,1,1,0,2021,388557
57,Kimihurura,2005,6,1,0,1,2026,1225121
377,Gacuriro,2012,6,1,1,1,2025,2732963
267,Gisozi,2008,3,1,0,1,2021,503318
365,Kacyiru,2011,1,1,1,1,2026,1283103
203,Nyarutarama,1997,3,0,1,1,2026,1583683
290,Gacuriro,2001,4,1,1,1,2022,1398955
227,Kacyiru,2015,6,1,1,1,2026,1356465
338,Gisozi,2008,4,1,1,1,2023,743711
224,Kimironko,1995,5,1,1,1,2023,922152
169,Remera,2008,2,1,0,1,2022,468776
385,Kimironko,2011,6,0,1,1,2022,954413
366,Kimironko,2021,3,0,1,1,2025,1152615
329,Kiyovu,2022,1,0,1,0,2025,1524037
260,Kimihurura,2008,5,1,0,1,2026,1661340
130,Kicukiro,2006,1,1,1,1,2023,497168
219,Remera,2017,2,0,1,1,2022,744578
315,Nyarutarama,1999,3,0,1,1,2021,1234418
381,Kicukiro,2022,2,0,1,1,2022,737522
71,Gisozi,2015,2,1,1,0,2026,426946
288,Nyarutarama,2022,6,1,1,1,2026,2632031
375,Kacyiru,2005,3,1,1,1,2022,1086455
213,Kanombe,2015,1,1,1,1,2021,364358
37,Kiyovu,2005,6,0,1,1,2021,708480
110,Kiyovu,1999,1,0,1,1,2021,476849
293,Kanombe,2018,1,0,1,1,2026,756553
113,Remera,2020,1,1,1,1,2025,736557
324,Kicukiro,1997,5,1,1,1,2024,1018914
246,Gisozi,2014,5,1,1,1,2024,693117
399,Kiyovu,1998,1,1,1,1,2023,1543999
39,Gacuriro,2010,4,1,0,0,2021,357498
337,Kacyiru,2010,4,1,1,1,2025,1390164
350,Kiyovu,2024,3,0,1,0,2021,1011350
185,Kimironko,2003,3,1,1,1,2026,886057
392,Kimironko,2005,5,1,1,1,2025,1447348
363,Gacuriro,2021,2,0,1,1,2023,1517150
364,Kiyovu,2020,6,0,1,1,2023,1870038
336,Kicukiro,2024,2,1,0,1,2025,1004476
87,Nyarutarama,2003,3,1,0,1,2022,773423
62,Kimihurura,2004,2,1,1,0,2026,815295
316,Gisozi,2010,2,1,1,1,2024,811317
258,Gisozi,2008,2,1,1,1,2024,665249
109,Kimihurura,2002,4,1,1,1,2025,1094558
280,Kimironko,2013,1,1,1,1,2022,613593
216,Remera,1997,4,1,1,1,2023,1011596
199,Kanombe,2010,5,1,1,1,2023,569290
312,Gacuriro,2006,4,1,1,1,2021,1243629
111,Gisozi,2016,6,0,1,1,2026,903709
398,Kacyiru,2003,1,1,1,1,2024,1090276
128,Gisozi,1996,3,1,0,0,2021,189313
89,Kicukiro,2013,4,0,0,1,2024,483683
131,Kacyiru,1998,5,0,1,1,2021,340702
221,Gacuriro,2017,3,0,1,1,2024,1325330
147,Kimironko,2013,4,1,1,1,2021,503281
182,Remera,2023,6,1,1,1,2026,1470622
295,Gisozi,2019,1,1,1,1,2021,711905
362,Kicukiro,2008,3,1,1,1,2021,676904
375,Nyarutarama,2001,4,0,1,1,2021,1468093
219,Kanombe,2017,4,1,1,1,2022,554482
34,Kacyiru,2002,2,1,1,1,2026,493225
242,Kimihurura,1995,3,1,1,1,2023,1070111
102,Kacyiru,1998,6,0,1,0,2024,726372
381,Gacuriro,2011,4,1,1,1,2023,1884398
347,Kiyovu,1999,2,1,1,1,2025,1715143
263,Gacuriro,2000,6,1,1,1,2022,1307442
283,Gisozi,2002,2,1,1,0,2022,539289
105,Kacyiru,2003,1,1,1,1,2021,399732
289,Kimironko,1995,4,1,0,1,2021,358305
66,Remera,1996,4,1,1,1,2025,783766
131,Kacyiru,1995,4,1,1,1,2025,915835
269,Kiyovu,2004,6,1,1,1,2023,1640737
396,Gisozi,2011,3,0,1,1,2024,760016
48,Kanombe,2024,2,1,1,1,2021,349006
338,Kanombe,2017,5,0,0,1,2024,952766
189,Kanombe,2014,4,1,1,1,2025,916904
224,Kiyovu,2016,6,1,1,1,2023,1664034
93,Kacyiru,1999,5,1,1,1,2021,323384
372,Kicukiro,2001,6,0,1,1,2022,919255
114,Kanombe,2005,5,1,1,1,2022,415723
356,Kacyiru,2019,6,1,1,1,2025,1647200
237,Kanombe,2012,6,1,1,1,2022,714328
48,Nyarutarama,1998,3,1,0,1,2026,948602
225,Remera,2012,6,0,1,0,2024,953592
256,Kanombe,2018,1,1,1,1,2022,512502
58,Kacyiru,1997,4,0,0,1,2024,579998
113,Gacuriro,2024,6,0,0,1,2026,1418600
359,Gacuriro,1996,5,1,1,1,2022,1692182
103,Nyarutarama,2018,4,0,0,1,2021,710801
355,Kicukiro,1999,5,1,1,1,2024,865092
